official_id,name,municipality,prefecture,source_url,extraction_method,last_updated
ccc497e04443aa06,防災情報,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
f9adea6d5b4a9c76,火災,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
4d3d620152c82a70,災害,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
ad2af5f4e0deaf7f,消防,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
12bc87a3a70d3b54,救急・救命,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
1d730bf1f812fa0b,交通安全,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
a6e121ad92be2773,各種計画,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
5a8eb10cb0f6ce48,政策・計画,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
e212c321fc4d8cbd,財政,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
d71ce2bd9d51d9f2,行財政改革,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
aad48203d32b31ab,広域の取り組み,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
7215896f7e87bbe9,情報公開,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
ecb18512ed71f060,選挙,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
036cba5a9aadf156,監査,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
7fb04a60522cedb0,行政不服審査,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
50f7aa83fe61c190,審議会,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
0b654ee5da0da0d8,資料・統計,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
bdd6b74d7ee62438,公有財産売却,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
c9ee1c27459e6473,入札・契約,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
0b798c3c5f26dc63,指定管理者制度,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
a4a7a87703e97f48,国際交流,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
53efdee246f5f99c,広報,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
85e5876c2764c462,情報推進,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
ecf4b2fd98ed947a,男女平等参画,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
58710f79c0be6006,市議会,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
701ef1f8d8d58357,市の概要,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
bea673150c5316de,市長,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
518ccf6154f9314b,電子申請,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
6a675a3946a9d0e0,公共施設,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
39906c7e4272b134,国内交流,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
8b98bad06944826a,採用情報,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
888e94a4a7c1b596,都市計画,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
c26be95bcfe5213a,協力隊,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
65efb6f2e76259d4,庁舎案内,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
8dc3e2c6fa9610e8,ふるさと納税,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
d77e49cc9cfc1a41,移住情報,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
59d0c7a1dc728591,国勢調査,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
bcd4d17f66c40a10,戸籍振,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
188ebabe310d57e6,証明書,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
49caa43b8a0aa364,入札,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
4b734801618c6c06,届出・証明,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
38d7fd56ce998006,出産・子育て,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
0c17fb9e3f7ff25f,入園・入学,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
22a23eab6d0f3613,保険・医療,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
b87616572e062240,介護・高齢,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
d67633973058e1ad,引越・住まい,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
ccdec84f68a18bbf,地域活動,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
7160669cd3614670,結婚・離婚,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
b6a71f349c8610b2,補助・助成,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
7617d74a39f9f175,申請書,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
4cf763314bc53dba,室蘭市公共施設,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
91f07949aa0e8aab,公共施設予約,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
86d3fefb068647e7,図書館情報,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
7957d9452979d280,議会中継,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
afe2fb2858a731ab,例規集,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
65a88c98a629e10b,市長の部屋,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
aefb4ee8c0feeb32,室蘭市議会,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
2747413283444293,組織情報,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
e010c5b58a1547fb,市立室蘭総合病院,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
b7686ba02a03e2ce,広報むろらん,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
bcb316182e21b750,個人情報,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
b0b3d6c92a383aae,ご利用について,Unknown,北海道,https://www.city.muroran.lg.jp,list,2025-10-25 10:23:51
6c1bab8fb8326256,行政・まちづくり,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=208,list,2025-10-25 10:23:52
cdc25273f3181014,記者会見記録,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=208,list,2025-10-25 10:23:52
20b485fc9ce0633e,市長交際費,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=208,list,2025-10-25 10:23:52
fe03311b85a9d14b,市長と話そう「en（えん）とーく」,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=208,list,2025-10-25 10:23:52
9348dfd20a3b1037,ようこそ市長の部屋へ,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=208,list,2025-10-25 10:23:52
a66dca11e27f75d4,国土利用計画法,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=208,list,2025-10-25 10:23:52
b7ecc27a5b622c22,「なつかしの写真」を募集しています,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=208,list,2025-10-25 10:23:52
066f706c12fc4fdd,市長交際費執行状,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?category=269,list,2025-10-25 10:23:55
f7f31ab4bc3eb1eb,平成14年4月,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?content=2070,table,2025-10-25 10:23:58
a02e0c89922ee4af,平成15年5月,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?content=2070,table,2025-10-25 10:23:58
9d5f5721cba7ca7f,平成19年5月,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?content=2070,table,2025-10-25 10:23:58
eb19e66badffe5fc,平成23年5月,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?content=2070,table,2025-10-25 10:23:58
fb6ca70c9dff3d76,平成27年5月,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?content=2070,table,2025-10-25 10:23:58
fcff1e0229ce3e37,令和元年5月,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?content=2070,table,2025-10-25 10:23:58
b4b4985944838bc3,令和5年5月,Unknown,北海道,https://www.city.muroran.lg.jp/administration/?content=2070,table,2025-10-25 10:23:58
